,location_id,Site,Plot,Trt,Year,Date,Name,species,count,prop_150,perc_150,species_name,functional_group,duration,native_status
13,DC_1_FASP,DC,1,FASP,2023,7/5/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",CRAM,2,0.013,1.333,Cryptantha ambigua ,forb,annual,native
14,DC_1_FASP,DC,1,FASP,2023,7/5/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",ERUM,2,0.013,1.333,Eriogonum umbellatum,forb,perennial,native
15,DC_1_FASP,DC,1,FASP,2023,7/5/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",LECI,2,0.013,1.333,Leymus cinereus,grass,perennial,native
16,DC_1_FASP,DC,1,FASP,2023,7/5/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",PODO,2,0.013,1.333,Polygonum douglasii ,forb,annual,native
17,DC_1_FASP,DC,1,FASP,2023,7/5/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",BASA,1,0.007,0.667,Balsamorhiza sagittata,forb,perennial,native
18,DC_1_FASP,DC,1,FASP,2023,7/5/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",CHVI,1,0.007,0.667,Chrysothamnus viscidiflorus,shrub,perennial,native
19,DC_1_FASP,DC,1,FASP,2023,7/5/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",LALO,1,0.007,0.667,Lappula longispina,forb,annual,native
20,DC_1_FASP,DC,1,FASP,2023,7/5/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",MIGR,1,0.007,0.667,Microsteris gracilis,forb,annual,native
21,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",L,92,0.613,61.333,litter,litter,,
22,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",BRTE,47,0.313,31.333,Bromus tectorum,cheatgrass,annual,introduced
23,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",BG,25,0.167,16.667,bare ground,bare ground,,
24,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",PSSP,22,0.147,14.667,Pseudoroegneria spicata,grass,perennial,native
25,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",LECI,17,0.113,11.333,Leymus cinereus,grass,perennial,native
26,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",MARE,14,0.093,9.333,Mahonia repens,shrub,perennial,native
27,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",PUTR,11,0.073,7.333,Purshia tridentata,shrub,perennial,native
28,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",EPBR,5,0.033,3.333,Epilobium brachycarpum ,forb,annual,native
29,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",Lupinus,5,0.033,3.333,Lupinus spp,forb,perennial,native
30,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",CAMI,4,0.027,2.667,Camelina microcarpa,forb,annual,introduced
31,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",COPA,4,0.027,2.667,Collinsia parviflora,forb,annual,native
32,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",CHDO,3,0.02,2,Chaenactis douglasii,forb,perennial,native
33,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",MEDI,3,0.02,2,Mentzelia dispersa ,forb,annual,native
34,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",PRVI,3,0.02,2,Prunus virginiana,shrub,perennial,native
35,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",CRAM,2,0.013,1.333,Cryptantha ambigua ,forb,annual,native
36,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",GADI,2,0.013,1.333,Gayophytum diffusum ,forb,annual,native
37,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",SANI,2,0.013,1.333,Sambucus nigra,shrub,perennial,native
38,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",DICA,1,0.007,0.667,Dieteria canescens,forb,perennial,native
39,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",DS,1,0.007,0.667,dead shrub,shrub,,
40,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",GAAP,1,0.007,0.667,Galium aparine ,forb,annual,native
41,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",LASE,1,0.007,0.667,Lactuca serriola,forb,annual,introduced
42,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",LODI,1,0.007,0.667,Lomatium dissectum ,forb,perennial,native
43,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",MAGR,1,0.007,0.667,Madia gracilis,forb,annual,native
44,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",PHHA,1,0.007,0.667,Phacelia hastata,forb,perennial,native
45,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",SCAN,1,0.007,0.667,Scuttelaria angustifolia ,forb,annual,native
46,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",SIAL,1,0.007,0.667,Sisymbrium altissimum,forb,annual,introduced
47,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",SYRO,1,0.007,0.667,Symphoricarpos rotundifolius,shrub,perennial,native
48,DC_2_FASP,DC,2,FASP,2023,7/14/2023,"April Hulet, Raechel Hunsaker",W,1,0.007,0.667,wood,wood,,
49,DC_3_FASP,DC,3,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",L,79,0.527,52.667,litter,litter,,
50,DC_3_FASP,DC,3,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",BRTE,51,0.34,34,Bromus tectorum,cheatgrass,annual,introduced
51,DC_3_FASP,DC,3,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",BG,28,0.187,18.667,bare ground,bare ground,,
52,DC_3_FASP,DC,3,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",POSE,17,0.113,11.333,Poa secunda,grass,perennial,native
53,DC_3_FASP,DC,3,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",MAGR,14,0.093,9.333,Madia gracilis,forb,annual,native
54,DC_3_FASP,DC,3,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",PHHA,10,0.067,6.667,Phacelia hastata,forb,perennial,native
55,DC_3_FASP,DC,3,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",SIAL,5,0.033,3.333,Sisymbrium altissimum,forb,annual,introduced
56,DC_3_FASP,DC,3,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",CAMI,4,0.027,2.667,Camelina microcarpa,forb,annual,introduced
57,DC_3_FASP,DC,3,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",PUTR,3,0.02,2,Purshia tridentata,shrub,perennial,native
58,DC_3_FASP,DC,3,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",SCAN,3,0.02,2,Scuttelaria angustifolia ,forb,annual,native
59,DC_3_FASP,DC,3,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",LECI,2,0.013,1.333,Leymus cinereus,grass,perennial,native
60,DC_3_FASP,DC,3,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",ARTR,1,0.007,0.667,Artemisia tridentata vaseyana,shrub,perennial,native
61,DC_3_FASP,DC,3,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",CRTO,1,0.007,0.667,Cryptantha torreyana,forb,annual,native
62,DC_3_FASP,DC,3,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",LIRU,1,0.007,0.667,Lithospermum ruderale,forb,perennial,native
63,DC_3_FASP,DC,3,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",PSSP,1,0.007,0.667,Pseudoroegneria spicata,grass,perennial,native
64,DC_3_FASP,DC,3,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",TRDU,1,0.007,0.667,Tragopogon dubius,forb,annual,introduced
65,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",L,70,0.467,46.667,litter,litter,,
66,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",BRTE,47,0.313,31.333,Bromus tectorum,cheatgrass,annual,introduced
67,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",BG,24,0.16,16,bare ground,bare ground,,
68,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",MAGR,17,0.113,11.333,Madia gracilis,forb,annual,native
69,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",PRVI,15,0.1,10,Prunus virginiana,shrub,perennial,native
70,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",SIAL,9,0.06,6,Sisymbrium altissimum,forb,annual,introduced
71,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",PHHA,6,0.04,4,Phacelia hastata,forb,perennial,native
72,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",COPA,5,0.033,3.333,Collinsia parviflora,forb,annual,native
73,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",SCAN,5,0.033,3.333,Scuttelaria angustifolia ,forb,annual,native
74,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",CAMI,4,0.027,2.667,Camelina microcarpa,forb,annual,introduced
75,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",POSE,3,0.02,2,Poa secunda,grass,perennial,native
76,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",VETH,3,0.02,2,Verbascum thapsus,forb,perennial,introduced
77,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",EPBR,2,0.013,1.333,Epilobium brachycarpum ,forb,annual,native
78,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",SANI,2,0.013,1.333,Sambucus nigra,shrub,perennial,native
79,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",AGGL,1,0.007,0.667,Agoseris glauca,forb,perennial,native
80,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",ARTR,1,0.007,0.667,Artemisia tridentata vaseyana,shrub,perennial,native
81,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",CEVE,1,0.007,0.667,Ceanothus velutinus,shrub,perennial,native
82,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",CHFR,1,0.007,0.667,Chenopodium fremontii ,forb,annual,native
83,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",CHVI,1,0.007,0.667,Chrysothamnus viscidiflorus,shrub,perennial,native
84,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",CRAM,1,0.007,0.667,Cryptantha ambigua ,forb,annual,native
85,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",DS,1,0.007,0.667,dead shrub,shrub,,
86,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",LECI,1,0.007,0.667,Leymus cinereus,grass,perennial,native
87,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",LODI,1,0.007,0.667,Lomatium dissectum ,forb,perennial,native
88,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",PHHO,1,0.007,0.667,Phlox hoodii,forb,perennial,native
89,DC_4_FASP,DC,4,FASP,2023,7/13/2023,"April Hulet, Raechel Hunsaker",PSSP,1,0.007,0.667,Pseudoroegneria spicata,grass,perennial,native
90,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",L,61,0.407,40.667,litter,litter,,
91,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",BG,53,0.353,35.333,bare ground,bare ground,,
92,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",PSSP,15,0.1,10,Pseudoroegneria spicata,grass,perennial,native
93,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",BRTE,14,0.093,9.333,Bromus tectorum,cheatgrass,annual,introduced
94,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",COPA,13,0.087,8.667,Collinsia parviflora,forb,annual,native
95,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",SYRO,11,0.073,7.333,Symphoricarpos rotundifolius,shrub,perennial,native
96,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",EPBR,9,0.06,6,Epilobium brachycarpum ,forb,annual,native
97,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",MIGR,7,0.047,4.667,Microsteris gracilis,forb,annual,native
98,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",LECI,4,0.027,2.667,Leymus cinereus,grass,perennial,native
99,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",GAAP,3,0.02,2,Galium aparine ,forb,annual,native
100,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",MEBU,3,0.02,2,Melica bulbosa,grass,perennial,native
101,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",PHHO,3,0.02,2,Phlox hoodii,forb,perennial,native
102,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",PODO,3,0.02,2,Polygonum douglasii ,forb,annual,native
103,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",POSE,3,0.02,2,Poa secunda,grass,perennial,native
104,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",PUTR,3,0.02,2,Purshia tridentata,shrub,perennial,native
105,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",ARTR,2,0.013,1.333,Artemisia tridentata vaseyana,shrub,perennial,native
106,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",BASA,2,0.013,1.333,Balsamorhiza sagittata,forb,perennial,native
107,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",BRSI,2,0.013,1.333,Bromus sitchensis,grass,perennial,native
108,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",LASE,2,0.013,1.333,Lactuca serriola,forb,annual,introduced
109,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",MAGR,2,0.013,1.333,Madia gracilis,forb,annual,native
110,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",SCAN,2,0.013,1.333,Scuttelaria angustifolia ,forb,annual,native
111,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",AGHE,1,0.007,0.667,Agoseris heterophylla ,forb,annual,native
112,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",CEVE,1,0.007,0.667,Ceanothus velutinus,shrub,perennial,native
113,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",GADI,1,0.007,0.667,Gayophytum diffusum ,forb,annual,native
114,DC_5_SP,DC,5,SP,2023,7/7/2023,"Kerry Byrne, Briana Swette, Kloe Walter, Kelly Hopping",LODI,1,0.007,0.667,Lomatium dissectum ,forb,perennial,native
115,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",L,95,0.633,63.333,litter,litter,,
116,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",PSSP,36,0.24,24,Pseudoroegneria spicata,grass,perennial,native
117,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",BRTE,28,0.187,18.667,Bromus tectorum,cheatgrass,annual,introduced
118,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",GAAP,18,0.12,12,Galium aparine ,forb,annual,native
119,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",BG,12,0.08,8,bare ground,bare ground,,
120,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",GEVI,11,0.073,7.333,Geranium viscosissimum,forb,perennial,native
121,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",COPA,9,0.06,6,Collinsia parviflora,forb,annual,native
122,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",HISC,7,0.047,4.667,Hieracium scouleri,forb,perennial,native
123,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",PRVI,7,0.047,4.667,Prunus virginiana,shrub,perennial,native
124,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",SYRO,7,0.047,4.667,Symphoricarpos rotundifolius,shrub,perennial,native
125,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",LECI,6,0.04,4,Leymus cinereus,grass,perennial,native
126,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",TRDU,6,0.04,4,Tragopogon dubius,forb,annual,introduced
127,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",LASE,5,0.033,3.333,Lactuca serriola,forb,annual,introduced
128,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",MIGR,5,0.033,3.333,Microsteris gracilis,forb,annual,native
129,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",EPBR,4,0.027,2.667,Epilobium brachycarpum ,forb,annual,native
130,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",BRSI,3,0.02,2,Bromus sitchensis,grass,perennial,native
131,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",CAGE,3,0.02,2,Carex geyeri ,sedge,perennial,native
132,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",CLPE,3,0.02,2,Claytonia perfoliata,forb,annual,native
133,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",CRAC,3,0.02,2,Crepis acuminata,forb,perennial,native
134,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",LALO,3,0.02,2,Lappula longispina,forb,annual,native
135,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",POCU,3,0.02,2,Poa cusickii,grass,perennial,native
136,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",ERUM,2,0.013,1.333,Eriogonum umbellatum,forb,perennial,native
137,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",LIPA,2,0.013,1.333,Lithophragma parviflorum ,forb,perennial,native
138,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",LIRU,2,0.013,1.333,Lithospermum ruderale,forb,perennial,native
139,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",MAGR,2,0.013,1.333,Madia gracilis,forb,annual,native
140,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",PUTR,2,0.013,1.333,Purshia tridentata,shrub,perennial,native
141,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",unknown borage,2,0.013,1.333,unknown borage,forb,,
142,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",ARTR,1,0.007,0.667,Artemisia tridentata vaseyana,shrub,perennial,native
143,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",COLI,1,0.007,0.667,Collomia linearis,forb,annual,native
144,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",DRAR,1,0.007,0.667,Drymocallis arguta ,forb,perennial,native
145,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",LUAR,1,0.007,0.667,Lupinus argenteus var. holosericeus ,forb,perennial,native
146,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",MEBU,1,0.007,0.667,Melica bulbosa,grass,perennial,native
147,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",PODO,1,0.007,0.667,Polygonum douglasii ,forb,annual,native
148,DC_6_SP,DC,6,SP,2023,7/7/2023,"Kerry Byrne, Kelly Hopping, Kloe Walter, Briana Swette",RIVI,1,0.007,0.667,Ribes viscosissimum,shrub,perennial,native
149,DC_7_SP,DC,7,SP,2023,7/12/2023,"Curtis Drake, Mike Mancuso",L,74,0.493,49.333,litter,litter,,
150,DC_7_SP,DC,7,SP,2023,7/12/2023,"Curtis Drake, Mike Mancuso",BRTE,37,0.247,24.667,Bromus tectorum,cheatgrass,annual,introduced
151,DC_7_SP,DC,7,SP,2023,7/12/2023,"Curtis Drake, Mike Mancuso",BG,33,0.22,22,bare ground,bare ground,,
152,DC_7_SP,DC,7,SP,2023,7/12/2023,"Curtis Drake, Mike Mancuso",MIGR,32,0.213,21.333,Microsteris gracilis,forb,annual,native
153,DC_7_SP,DC,7,SP,2023,7/12/2023,"Curtis Drake, Mike Mancuso",SYRO,9,0.06,6,Symphoricarpos rotundifolius,shrub,perennial,native
154,DC_7_SP,DC,7,SP,2023,7/12/2023,"Curtis Drake, Mike Mancuso",AGHE,6,0.04,4,Agoseris heterophylla ,forb,annual,native
155,DC_7_SP,DC,7,SP,2023,7/12/2023,"Curtis Drake, Mike Mancuso",PSSP,6,0.04,4,Pseudoroegneria spicata,grass,perennial,native
156,DC_7_SP,DC,7,SP,2023,7/12/2023,"Curtis Drake, Mike Mancuso",TECA,4,0.027,2.667,Tetradymia canescens,shrub,perennial,native
157,DC_7_SP,DC,7,SP,2023,7/12/2023,"Curtis Drake, Mike Mancuso",BASA,3,0.02,2,Balsamorhiza sagittata,forb,perennial,native
158,DC_7_SP,DC,7,SP,2023,7/12/2023,"Curtis Drake, Mike Mancuso",CHVI,3,0.02,2,Chrysothamnus viscidiflorus,shrub,perennial,native
